# Community_BERN5_ID	Plant_BERN5_ID	Plant_is_constant	Charakterart	Community_Name	Plant_Name	is dominant
2553	165	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Pteridium aquilinum	
2553	201	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Crataegus monogyna	subdominant
2553	210	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Corylus avellana	subdominant
2553	211	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Cornus sanguinea	subdominant
2553	236	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Prunus spinosa	subdominant
2553	546	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Rubus fruticosus agg.	subdominant
2553	548	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Acer campestre	subdominant
2553	579	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Betonica officinalis	
2553	601	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Vicia sepium	
2553	859	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Viburnum lantana	subdominant
2553	860	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Ligustrum vulgare	subdominant
2553	921	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Juniperus communis	subdominant
2553	1307	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Rubia peregrina	
2553	1352	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Tamus communis	subdominant
2553	1940	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Rubus ulmifolius	subdominant
2553	3410	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Brachypodium rupestre	
2553	3460	1	1	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Quercus faginea 	dominant
2553	3464	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Rosa squarrosa	subdominant
2553	3465	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Erica vagans	
2553	3466	1	0	Pulmonario longifoliae-Quercetum fagineae LOIDI et HERRERA 1990	Genista occidentalis	
2554	22	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Primula veris	subdominant
2554	107	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Carex sylvatica	subdominant
2554	108	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Brachypodium sylvaticum	
2554	121	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Poa nemoralis	
2554	123	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Fagus sylvatica	dominant
2554	139	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Hedera helix	subdominant
2554	158	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Lonicera periclymenum	
2554	167	0	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Milium effusum	
2554	171	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Anemone nemorosa	subdominant
2554	187	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Cephalanthera rubra	subdominant
2554	188	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Epipactis helleborine	
2554	193	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Hepatica nobilis	subdominant
2554	201	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Crataegus monogyna	subdominant
2554	216	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Mercurialis perennis	subdominant
2554	451	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Fragaria vesca	
2554	512	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Mycelis muralis	
2554	527	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Viola reichenbachiana	
2554	528	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Hieracium sylvaticum	subdominant
2554	548	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Acer campestre	subdominant
2554	637	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Solidago virgaurea	
2554	640	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Sorbus aria	
2554	729	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Epipactis atrorubens	
2554	736	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Hordelymus europaeus	
2554	737	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Lilium martagon	
2554	741	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Sanicula europaea	
2554	807	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Ranunculus nemorosus	
2554	816	0	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Teucrium scorodonia	
2554	852	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Laserpitium latifolium	
2554	1017	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Helleborus foetidus	subdominant
2554	1030	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Tussilago farfara	
2554	1039	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Symphytum tuberosum	
2554	1040	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Arum alpinum	
2554	1064	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Clematis vitalba	
2554	1255	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Melittis melissophyllum	
2554	1405	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Rosa arvensis	
2554	1407	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Daphne laureola	
2554	1437	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Aquilegia vulgaris	
2554	1824	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Cephalanthera longifolia	
2554	3467	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Pulmonaria longifolia	subdominant
2554	3468	1	1	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Helleborus occidentalis	subdominant
2554	3469	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Scrophularia alpestris	
2554	3470	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Quercus pyrenaica	
2554	3472	0	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Hypericum pulchrum	subdominant
2554	3557	1	0	Epipactido helleborines-Fagetum sylvaticae RIVAS-MARTINEZ (1962) 1983	Physospermum cornubiense	subdominant
2555	165	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Pteridium aquilinum	subdominant
2555	194	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Veronica officinalis	
2555	201	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Crataegus monogyna	
2555	220	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Viola riviniana	
2555	223	0	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Holcus mollis	
2555	236	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Prunus spinosa	dominant
2555	407	0	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Prunella grandiflora	subdominant
2555	518	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Cytisus scoparius	
2555	579	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Betonica officinalis	
2555	597	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Festuca heterophylla	subdominant
2555	807	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Ranunculus nemorosus	
2555	1015	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Prunus mahaleb	
2555	1419	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Luzula forsteri	
2555	3467	0	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Pulmonaria longifolia	subdominant
2555	3470	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Quercus pyrenaica	dominant
2555	3473	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Potentilla montana	subdominant
2555	3474	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Potentilla sterilis	
2555	3475	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Galium spurium	
2555	3476	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Rubus vigoi	
2555	3477	0	0	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Rosa rubiginosa	subdominant
2555	3557	1	1	Festuco heterophyllae-Quercetum pyrenaicae BRAUN-BLANQUET 1967	Physospermum cornubiense	
2556	201	0	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Crataegus monogyna	
2556	719	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Teucrium chamaedrys	
2556	921	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Juniperus communis	
2556	923	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Rhamnus saxatilis	
2556	1015	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Prunus mahaleb	
2556	1017	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Helleborus foetidus	
2556	1032	0	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Arbutus unedo	
2556	1107	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Carex halleriana	
2556	1223	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Juniperus oxycedrus	
2556	1242	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Limodorum abortivum	
2556	1307	0	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Rubia peregrina	
2556	3413	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Lonicera etrusca	
2556	3460	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Quercus faginea 	
2556	3463	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Spiraea obovata	subdominant
2556	3465	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Erica vagans	subdominant
2556	3478	1	1	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Quercus rotundifolia	dominant
2556	3479	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Artostaphylos crassifolia	subdominant
2556	3480	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Genista scorpius	
2556	3481	1	0	Spiraeo obovatae-Quercetum rotundifoliae RIVAS GODAY ex LOIDI et PRIETO 1986	Aphyllanthes monspeliensis	
2557	238	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Berberis vulgaris	
2557	718	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Stachys recta	
2557	921	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Juniperus communis	
2557	1063	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Amelanchier ovalis	
2557	1223	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Juniperus oxycedrus	
2557	1232	0	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Laserpitium siler	subdominant
2557	1925	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Rhamnus alaternus	subdominant
2557	3413	0	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Lonicera etrusca	
2557	3478	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Quercus rotundifolia	subdominant
2557	3480	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Genista scorpius	
2557	3482	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Juniperus phoenicea	dominant
2557	3483	1	1	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Coronilla glauca	subdominant
2557	3484	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Lavandula latifolia	
2557	3485	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Galium fruticescens	
2557	3486	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Sedum sediforme	subdominant
2557	3487	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Chaenorhinum origanifolium	
2557	3488	1	0	Buxo sempervirentis-Juniperetum phoeniceae RIVAS-MARTINEZ 1969	Campanula hispanica	
2558	108	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Brachypodium sylvaticum	subdominant
2558	117	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Rhamnus frangula	
2558	120	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Fraxinus excelsior	
2558	139	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Hedera helix	
2558	162	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Humulus lupulus	subdominant
2558	211	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Cornus sanguinea	subdominant
2558	294	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Thalictrum flavum	
2558	338	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Heracleum sphondylium	
2558	343	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Equisetum arvense	
2558	500	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Viburnum opulus	
2558	501	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Carex pendula	
2558	534	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Rubus caesius	
2558	572	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Salix fragilis	subdominant
2558	573	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Salix alba	
2558	860	0	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Ligustrum vulgare	
2558	1019	0	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Euphorbia amygdaloides	
2558	1064	0	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Clematis vitalba	subdominant
2558	1941	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Fraxinus angustifolia	subdominant
2558	3007	1	1	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Alnus glutinosa	dominant
2558	3489	1	0	Humulo lupuli-Alnetum glutinosae BIURRUM et al. 1994	Bryonia dioica	
2559	735	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Quercus pubescens	
2559	1183	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Fraxinus ornus	
2559	1223	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Juniperus oxycedrus	subdominant
2559	1307	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Rubia peregrina	
2559	1544	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Schoenus nigricans	
2559	1903	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Erica arborea	dominant
2559	1925	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Rhamnus alaternus	
2559	1928	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Smilax aspera	
2559	1929	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Pistacia terebinthus	
2559	1932	1	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Cistus salviifolius	
2559	1933	1	1	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Pulicaria odora	
2559	1943	1	1	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Pinus pinaster	dominant
2559	3035	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Calluna vulgaris	
2559	3410	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Brachypodium rupestre	
2559	3414	1	1	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Erica scoparia	dominant
2559	3481	1	1	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Aphyllanthes monspeliensis	
2559	3490	0	0	Erico scopariae-Pinetum pinastri BIONDI et VAGGE 2015	Phillyrea angustifolia	
2560	165	1	1	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Pteridium aquilinum	
2560	414	0	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Genista pilosa	
2560	719	0	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Teucrium chamaedrys	
2560	1032	1	1	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Arbutus unedo	
2560	1035	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Castanea sativa	
2560	1183	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Fraxinus ornus	
2560	1270	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Ostrya carpinifolia	
2560	1307	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Rubia peregrina	
2560	1903	1	1	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Erica arborea 	dominant
2560	1916	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Quercus ilex	
2560	1925	0	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Rhamnus alaternus	
2560	1928	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Smilax aspera	
2560	1932	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Cistus salviifolius	
2560	1940	1	1	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Rubus ulmifolius	
2560	1943	1	1	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Pinus pinaster	dominant
2560	3035	0	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Calluna vulgaris	
2560	3410	1	0	Erico arboreae-Pinetum pinastri BIONDI et VAGGE 2015	Brachypodium rupestre	dominant
2561	414	0	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Genista pilosa	
2561	921	1	1	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Juniperus communis	
2561	1032	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Arbutus unedo	
2561	1183	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Fraxinus ornus	
2561	1193	1	1	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Genista januensis	
2561	1223	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Juniperus oxycedrus	subdominant
2561	1307	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Rubia peregrina	
2561	1903	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Erica arborea 	dominant
2561	1916	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Quercus ilex	
2561	1923	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Myrtus communis	
2561	1928	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Smilax aspera	
2561	1929	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Pistacia terebinthus	
2561	1943	1	1	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Pinus pinaster	dominant
2561	3035	0	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Calluna vulgaris	
2561	3492	1	1	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Calicotome spinosa	
2561	3493	1	0	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Phillyrea media	
2561	5038	1	1	Buxo sempervirentis-Pinetum pinastri BIONDI et VAGGE 2015	Buxus sempervirens	dominant
2562	1032	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Arbutus unedo	
2562	1085	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Asparagus acutifolius	
2562	1223	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Juniperus oxycedrus	
2562	1911	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Pinus halepensis	dominant
2562	1919	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Pistacia lentiscus	subdominant
2562	1925	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Rhamnus alaternus	
2562	1937	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Quercus coccifera	
2562	1939	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Lonicera implexa	
2562	3480	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Genista scorpius	
2562	3495	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Rhamnus lycioides	
2562	3496	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Rosmarinus officinalis	
2562	3497	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Brachypodium retusum	subdominant
2562	3498	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Erica multiflora	
2562	3499	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Linum suffruticosum	
2562	3500	1	1	Arbuto unedonis-Pinetum halepensis RIVAS-MARTINEZ 2011	Helianthemum marifolium	
2563	1223	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Juniperus oxycedrus	
2563	1911	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Pinus halepensis	dominant
2563	1919	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Pistacia lentiscus	
2563	1937	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Quercus coccifera	subdominant
2563	3496	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Rosmarinus officinalis	
2563	3497	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Brachypodium retusum	subdominant
2563	3498	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Erica multiflora	
2563	3501	1	1	Ceratonio siliquae-Pinetum halepensis (RIVAS-MARTINEZ 2011) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Ulex parviflorus	
2564	1107	1	1	Bupleuro rigidi-Pinetum halepensis (BRAUN-BLANQUET et BOLÒS 1957) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Carex halleriana	
2564	1223	1	1	Bupleuro rigidi-Pinetum halepensis (BRAUN-BLANQUET et BOLÒS 1957) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Juniperus oxycedrus	
2564	1307	1	1	Bupleuro rigidi-Pinetum halepensis (BRAUN-BLANQUET et BOLÒS 1957) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Rubia peregrina	
2564	1907	0	0	Bupleuro rigidi-Pinetum halepensis (BRAUN-BLANQUET et BOLÒS 1957) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Juniperus thurifera	
2564	1911	1	1	Bupleuro rigidi-Pinetum halepensis (BRAUN-BLANQUET et BOLÒS 1957) CANO, CANO-ORTIZ, FUENTES, QUINTO-CANAS, IGBAREYEH, DEL RIO, GOMES 2022	Pinus halepensis	dominant
