# ART_BERN5_ID	Plant_Name	pH_min	BS_min	CN_min	WI_min	CI_min	VP_min	CWB_min	pH_optmin	BS_optmin	CN_optmin	WI_optmin	CI_optmin	VP_optmin	CWB_optmin	pH_optmax	BS_optmax	CN_optmax	WI_optmax	CI_optmax	VP_optmax	CWB_optmax	pH_max	BS_max	CN_max	WI_max	CI_max	VP_max	CWB_max
3960	Clematis cirrhosa	5.4	32	12	4	4	280	-12	5.9	45	14	6	15	296	-2	7.4	86	21	15	21	344	26	8	100	24	18	23	360	36
3961	Asparagus albus	5.4	32	12	4	4	280	-12	5.9	45	14	6	15	296	-2	7.4	86	21	15	21	344	26	8	100	24	18	23	360	36
3962	Vinca difformis	5.4	32	12	4	4	280	-12	5.9	45	14	6	15	296	-2	7.4	86	21	15	21	344	26	8	100	24	18	23	360	36
3963	Smyrnium olusatrum	5.4	32	12	4	4	250	-17	5.9	45	14	6	14	272	-6	7.4	86	21	15	20	338	25	8	100	24	18	23	360	36
3964	Eryngium tricuspidatum	4	16	12	4	4	280	-12	4.6	32	14	6	15	296	-2	6.4	83	21	15	21	344	26	7	100	24	18	23	360	36
3965	Ferula tingitana	5.4	32	12	4	4	280	-12	5.9	45	14	6	15	296	-2	7.4	86	21	15	21	344	26	8	100	24	18	23	360	36
3966	Piptatherum miliaceum	5.4	32	12	4	4	230	-22	5.9	45	14	7	13	256	-10	7.4	86	21	18	20	334	24	8	100	24	22	23	360	36
3967	Callitriche brutia	5	28	12	46	46	145	-41	5.5	42	15	49	11	178	-19	7	85	25	61	25	277	47	7.5	100	29	65	30	310	69
3968	Montia fontana amporitana	4.2	18	12	46	46	155	-41	4.8	34	15	49	11	180	-19	6.8	83	25	61	25	255	47	7.5	100	29	65	30	280	69
3969	Ranunculus longipes	6.1	40	12	46	46	185	-41	6.3	52	15	49	11	204	-19	7.2	88	25	61	25	261	47	7.5	100	29	65	30	280	69
3970	Neoschischkinia pourrettii	5.4	32	12	32	32	195	-36	5.8	45	15	38	10	224	-26	7	86	25	58	16	311	2	7.5	100	29	65	18	340	12
3971	Pulicaria arabica hispanica	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3972	Lythrum borysthenicum	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3973	Tolpis umbellata	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3974	Eryngium corniculatum	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3975	Isoetes longissima	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3976	Juncus pygmaeus	5.4	32	12	46	46	240	-36	5.8	45	15	49	10	260	-26	7	86	25	61	16	320	2	7.5	100	29	65	18	340	12
3977	Cicendia filiformis	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3978	Juncus capitatus 	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	206	-28	6.3	82	23	60	14	269	-5	7	100	26	65	16	290	2
3979	Centaurium maritimum	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3980	Juncus tenageia	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3981	Euphorbia exigua	3.5	10	12	12	12	185	-36	4.2	28	14	22	9	216	-27	6.3	82	23	54	15	309	-2	7	100	26	65	17	340	6
3982	Bellis microcephala	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3983	Parentucellia viscosa	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3984	Briza minor	3.5	10	15	42	42	185	-36	4.2	28	17	46	9	204	-28	6.3	82	23	60	14	261	-5	7	100	26	65	16	280	2
3985	Glinus lotoides	4	16	12	32	32	220	-36	4.6	32	14	36	9	232	-28	6.4	83	21	50	14	268	-5	7	100	24	55	16	280	2
3986	Verbena supina	4	16	12	32	32	220	-36	4.6	32	14	36	9	232	-28	6.4	83	21	50	14	268	-5	7	100	24	55	16	280	2
3987	Mentha pulegium	4	16	12	32	32	190	-36	4.6	32	14	36	10	216	-26	6.4	83	21	50	16	294	2	7	100	24	55	18	320	12
3988	Sibthorpia europaea	4.7	25	10	32	32	175	-36	5.1	40	14	36	10	196	-23	6.5	85	26	50	18	259	13	7	100	31	55	21	280	26
3989	Wahlenbergia hederacea	4.7	25	10	32	32	175	-36	5.1	40	14	36	10	196	-23	6.5	85	26	50	18	259	13	7	100	31	55	21	280	26
3991	Carex reuteriana	5	28	10	39	39	190	-46	5.7	42	14	51	13	220	-12	7.8	85	28	87	34	310	88	8.5	100	33	100	41	340	122
3992	Galium broterianum	5	28	10	39	39	190	-46	5.7	42	14	51	13	220	-12	7.8	85	28	87	34	310	88	8.5	100	33	100	41	340	122
3993	Genista hystrix	5	28	10	6	6	145	-31	5.5	42	14	11	10	162	-24	7	85	28	26	14	213	-4	7.5	100	33	32	16	230	2
3994	Luzula sylvatica henriquesii	3.5	10	15	8	8	125	-22	4.2	28	17	12	12	135	-17	6.3	82	23	24	15	165	-2	7	100	26	28	16	175	2
3995	Saxifraga spathularis	3.5	10	15	12	12	125	-22	4.2	28	17	18	12	135	-17	6.3	82	23	39	15	165	-2	7	100	26	46	16	175	2
3996	Cytisus cantabricus	3.5	10	15	4	4	125	-22	4.2	28	17	8	12	135	-13	6.3	82	23	20	18	165	12	7	100	26	24	20	175	21
3997	Genista florida	3.5	10	15	4	4	125	-31	4	25	17	8	11	148	-20	5.6	70	23	20	17	217	10	6.2	85	26	24	20	240	21
3998	Daboecia cantabrica	3.5	10	15	4	4	125	-22	4.2	28	17	8	12	135	-13	6.3	82	23	20	18	165	12	7	100	26	24	20	175	21
3999	Agrostis curtisii	3.5	10	15	4	4	125	-22	4.2	28	17	8	12	135	-13	6.3	82	23	20	18	165	12	7	100	26	24	20	175	21
4000	Oxytropis neglecta	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	98	-23	7.6	88	23	12	13	122	-11	8	100	26	15	14	130	-8
4001	Carex foetida	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	98	-23	7.6	88	23	12	13	122	-11	8	100	26	15	14	130	-8
4002	Arenaria purpurascens	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	98	-23	7.6	88	23	12	13	122	-11	8	100	26	15	14	130	-8
4003	Androsace villosa	6.1	40	15	4	4	90	-27	6.4	52	17	6	11	100	-18	7.6	88	23	12	17	130	8	8	100	26	15	19	140	17
4004	Helictotrichon sedenense	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	98	-23	7.6	88	23	12	13	122	-11	8	100	26	15	14	130	-8
4005	Anthyllis vulneraria pyrenaica	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	98	-23	7.6	88	23	12	13	122	-11	8	100	26	15	14	130	-8
4006	Thymus praecox ligusticus	5	28	15	4	4	90	-27	5.6	42	17	6	10	101	-23	7.4	85	23	12	13	134	-11	8	100	26	15	14	145	-8
4007	Oreochloa disticha blanka	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4008	Jasione crispa	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4009	Festuca eskia	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4010	Luzula spicata nevadensis	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4011	Alchemilla transiens	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4012	Festuca indigesta	3.1	4	22	4	4	75	-27	3.8	23	24	8	11	89	-21	6.2	80	30	20	14	131	-3	7	100	32	24	16	145	2
4013	Silene ciliata	3.1	4	22	4	4	75	-27	3.7	11	24	8	11	86	-21	5.5	34	30	20	14	119	-3	6.1	42	32	24	16	130	2
4014	Linaria triornithophora	3.1	4	22	4	4	135	-27	3.7	11	24	8	11	152	-21	5.5	34	30	20	14	203	-3	6.1	42	32	24	16	220	2
4015	Adenocarpus complicatus	3.1	4	22	4	4	175	-31	3.7	11	24	8	10	188	-24	5.5	34	30	20	14	227	-4	6.1	42	32	24	16	240	2
4016	Genista obtusiramea	3.1	4	22	4	4	120	-31	3.7	11	24	8	10	131	-24	5.5	34	30	20	14	164	-4	6.1	42	32	24	16	175	2
4017	Cytisus oromediterraneus	3.5	10	15	4	4	125	-31	4.2	28	17	8	11	135	-20	6.3	82	23	20	17	165	10	7	100	26	24	20	175	21
4018	Festuca elegans	3.5	10	15	4	4	125	-36	4.2	28	17	8	10	135	-24	6.3	82	23	20	17	165	9	7	100	26	24	20	175	21
4019	Genista hystrix legionensis	5	28	10	6	6	125	-22	5.5	42	14	11	12	133	-17	7	85	28	26	15	157	-2	7.5	100	33	32	16	165	2
4020	Helianthemum apenninum urrielense	5	28	10	6	6	125	-22	5.4	42	14	11	12	133	-17	6.6	85	28	26	15	157	-2	7	100	33	32	16	165	2
4021	Potentilla tabernaemontani	5	28	10	6	6	125	-22	5.4	42	14	11	12	133	-17	6.6	85	28	26	15	157	-2	7	100	33	32	16	165	2
4022	Oreochloa confusa	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	101	-23	7.6	88	23	12	13	134	-11	8	100	26	15	14	145	-8
4023	Festuca burnatii	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	101	-23	7.6	88	23	12	13	134	-11	8	100	26	15	14	145	-8
4024	Arenaria grandiflora incrassata	6.1	40	15	4	4	90	-27	6.4	52	17	6	10	101	-23	7.6	88	23	12	13	134	-11	8	100	26	15	14	145	-8
4025	Pinguicula grandiflora grandiflora	4.6	21	16	38	38	115	-22	5.3	36	19	43	14	132	-3	7.7	84	29	60	26	183	50	8.5	100	33	66	30	200	69
4026	Hypericum nummularium	4.6	21	16	38	38	140	-22	5.3	36	19	43	14	152	-3	7.7	84	29	60	26	188	50	8.5	100	33	66	30	200	69
4027	Petrocoptis pyrenaica glaucifolia	6.1	40	15	4	4	120	-27	6.4	52	17	6	10	127	-23	7.6	88	23	12	13	148	-11	8	100	26	15	14	155	-8
4028	Saxifraga canaliculata	6.1	40	15	4	4	120	-27	6.4	52	17	6	10	127	-23	7.6	88	23	12	13	148	-11	8	100	26	15	14	155	-8
4029	Erinus alpinus	6.1	40	15	4	4	120	-27	6.4	52	17	6	10	127	-23	7.6	88	23	12	13	148	-11	8	100	26	15	14	155	-8
4030	Spergula viscosa	3.1	4	22	4	4	90	-31	3.7	11	24	8	10	103	-24	5.5	34	30	20	14	142	-4	6.1	42	32	24	16	155	2
4031	Linaria filicaulis	3.1	4	22	4	4	90	-31	3.7	11	24	8	10	103	-24	5.5	34	30	20	14	142	-4	6.1	42	33	24	16	155	2
4032	Dryopteris mindshelkensis	6.1	40	15	4	4	90	-27	6.4	52	17	6	11	103	-21	7.6	88	23	12	14	142	-3	8	100	26	15	16	155	2
4033	Salix cantabrica	4.8	26	10	40	40	115	-22	5.4	40	13	44	12	124	-17	7.3	85	22	56	15	151	-2	8	100	26	60	16	160	2
4034	Carex macrostyla	4.3	19	10	4	4	90	-22	5	35	13	12	12	102	-17	7.2	83	22	37	15	138	-2	8	100	26	46	16	150	2
4035	Sagina saginoides	4.2	18	10	28	28	115	-22	4.9	34	13	31	12	122	-17	7.2	83	22	42	15	143	-2	8	100	26	46	16	150	2
4036	Juncus alpinoarticulatus alpestris	4.8	26	10	26	26	115	-22	5.4	40	13	30	12	122	-17	7.3	85	22	42	15	143	-2	8	100	26	46	16	150	2
4037	Trichophorum cespitosum germanicum	3	3	15	26	26	115	-22	3.3	7	24	32	12	122	-17	4.5	22	51	53	15	143	-2	4.9	27	60	60	16	150	2
4038	Cardamine raphanifolia	4.7	25	10	31	31	125	-27	5.1	40	13	36	14	146	-7	6.5	85	22	52	26	209	49	7	100	26	58	30	230	69
4039	Geranium pyrenaicum	3.3	6	7	4	4	125	-17	4	24	8	8	17	148	10	6.2	81	12	20	35	217	94	7	100	14	24	41	240	122
4040	Senecio duriaei	3.3	6	7	4	4	125	-17	4.1	24	8	8	17	148	10	6.6	81	12	20	35	217	94	7.5	100	14	24	41	240	122
4041	Onopordum nervosum	6.1	40	7	4	4	175	-36	6.4	52	8	6	9	184	-30	7.6	88	12	12	12	211	-13	8	100	14	15	14	220	-8
4042	Onopordum x glomeratum	6.1	40	7	4	4	175	-36	6.4	52	8	6	9	184	-30	7.6	88	12	12	12	211	-13	8	100	14	15	14	220	-8
4043	Cichorium intybus	5.2	30	7	4	4	175	-46	5.7	44	9	10	8	204	-34	7.4	86	16	29	15	291	0	8	100	19	36	18	320	12
4044	Scolymus hispanicus	6.1	40	7	4	4	175	-46	6.4	52	8	8	7	204	-38	7.6	88	12	20	12	291	-15	8	100	14	25	14	320	-8
4045	Echium asperrimum	6.1	40	7	4	4	175	-46	6.4	52	8	6	7	184	-38	7.6	88	12	12	12	211	-15	8	100	14	15	14	220	-8
4046	Marrubium vulgare	5.7	33	7	4	4	175	-46	6.1	46	8	8	8	204	-36	7.5	86	12	20	14	291	-7	8	100	14	25	16	320	2
4047	Sixalix atropurpurea	6.1	40	7	4	4	175	-46	6.4	52	8	6	7	184	-38	7.6	88	12	12	12	211	-15	8	100	14	15	14	220	-8
4048	Ochlopoa supina	4.7	25	10	6	6	110	-36	5.1	40	14	16	12	120	-15	6.5	85	28	49	25	150	48	7	100	33	60	30	160	69
4050	Catabrosa aquatica	4.8	26	7	33	33	115	-22	5.5	40	12	39	13	123	-12	7.7	85	27	59	19	147	16	8.5	100	33	66	21	155	26
4051	Glyceria declinata	4.4	21	7	33	33	115	-51	5.2	36	12	39	7	160	-39	7.6	84	27	59	14	295	-4	8.5	100	33	66	17	340	7
4052	Adenocarpus hispanicus argyrophyllus	5	28	15	5	5	230	-36	5.4	42	17	8	9	239	-28	6.6	85	23	18	14	266	-5	7	100	26	22	16	275	2
4053	Cytisus eriocarpus 	5	28	15	5	5	230	-36	5.4	42	17	8	9	239	-28	6.6	85	23	18	14	266	-5	7	100	26	22	16	275	2
4054	Dianthus lusitanus	5	28	15	5	5	230	-36	5.4	42	17	8	9	239	-28	6.6	85	23	18	14	266	-5	7	100	26	22	16	275	2
4055	Alchemilla fissa	4.2	17	21	11	11	45	-22	4.6	22	23	17	12	61	-15	5.8	40	29	38	16	109	5	6.2	46	31	45	18	125	12
4056	Sibbaldia procumbens	4.2	18	22	18	18	45	-22	4.6	23	23	23	12	54	-17	5.8	40	29	39	15	81	-2	6.2	46	31	45	16	90	2
4057	Cardamine alpina	4.4	22	22	18	18	45	-22	4.7	26	23	23	12	54	-17	5.8	41	29	39	15	81	-2	6.2	46	31	45	16	90	2
4058	Ampelodesmos mauritanicus	4.2	18	15	6	6	250	-22	4.8	34	17	10	14	268	-3	6.8	83	23	23	26	322	51	7.5	100	26	28	30	340	70
4059	Vulpia geniculata	4.2	18	22	18	18	195	-41	4.6	23	26	23	8	206	-32	5.8	40	40	40	14	239	-6	6.2	46	45	46	16	250	2
4060	Phalaris paradoxa	4.5	23	12	12	12	195	-41	5	38	18	18	8	220	-32	6.5	84	38	39	14	295	-6	7	100	45	46	16	320	2
4061	Anthoxanthum ovatum	4.5	23	22	28	28	195	-41	4.9	29	26	31	8	204	-32	6.1	49	40	42	14	231	-6	6.5	56	45	46	16	240	2
4062	Trifolium resupinatum	4.5	23	22	28	28	195	-41	4.9	29	26	31	8	204	-32	6.1	49	40	42	14	231	-6	6.5	56	45	46	16	240	2
4063	Geranium dissectum 	4.5	23	22	28	28	195	-41	4.9	29	26	31	8	204	-32	6.1	49	40	42	14	231	-6	6.5	56	45	46	16	240	2
4064	Hordeum geniculatum	4.5	23	22	28	28	195	-41	4.9	29	26	31	8	204	-32	6.1	49	40	42	14	231	-6	6.5	56	45	46	16	240	2
4065	Coronilla repanda dura	4.5	23	22	4	4	195	-41	4.9	29	26	7	8	204	-32	6.1	49	40	18	14	231	-6	6.5	56	45	22	16	240	2
4066	Anthyllis lotoides	4.5	23	22	4	4	195	-41	4.9	29	26	7	8	204	-32	6.1	49	40	18	14	231	-6	6.5	56	45	22	16	240	2
4067	Leontodon saxatilis rothii	4.5	22	12	4	4	185	-41	5	37	15	7	8	196	-32	6.5	84	24	18	14	229	-6	7	100	28	22	16	240	2
4068	Anthyllis vulneraria lusitanica	4.5	23	22	4	4	195	-41	4.9	29	26	7	8	204	-32	6.1	49	40	18	14	231	-6	6.5	56	45	22	16	240	2
4069	Armeria transmontana	4.5	23	22	4	4	175	-27	4.9	29	26	7	11	182	-21	6.1	49	40	18	14	203	-3	6.5	56	45	22	16	210	2
4070	Plantago subulata	4.5	23	22	4	4	125	-36	5	38	26	7	9	142	-28	6.5	84	40	18	14	193	-5	7	100	45	22	16	210	2
4071	Dianthus langeanus	4.5	23	22	4	4	125	-27	4.9	29	26	7	11	142	-21	6.1	49	40	18	14	193	-3	6.5	56	45	22	16	210	2
4072	Camphorosma monspeliaca 	5.4	32	22	28	28	195	-27	5.8	45	26	31	11	204	-21	7	86	40	42	14	231	-3	7.5	100	45	46	16	240	2
4073	Artemisia valentina 	5.4	32	22	28	28	195	-27	5.8	45	26	31	11	204	-21	7	86	40	42	14	231	-3	7.5	100	45	46	16	240	2
4074	Caroxylon vermiculatum	5.4	32	22	28	28	195	-27	5.8	45	26	31	11	204	-21	7	86	40	42	14	231	-3	7.5	100	45	46	16	240	2
4075	Bupleurum rigidum	6.1	40	15	6	6	195	-36	6.3	52	17	10	9	204	-28	7.2	88	23	23	14	231	-5	7.5	100	26	28	16	240	2
4076	Avenella flexuosa iberica	4.2	18	15	6	6	125	-36	4.8	34	18	10	10	143	-23	6.8	83	29	22	18	197	13	7.5	100	33	27	21	215	26
4077	Pulmonaria affinis	4.2	18	22	12	12	75	-22	4.6	23	23	18	12	95	-17	5.8	40	29	38	15	155	-2	6.2	46	31	45	16	175	2
4078	Laserpitium eliasii 	6.2	45	15	8	8	115	-22	6.3	56	17	12	12	125	-17	6.8	89	23	27	15	155	-2	7	100	26	32	16	165	2
4079	Crepis lampsanoides	6.2	45	15	8	8	115	-22	6.3	56	17	12	12	125	-17	6.8	89	23	27	15	155	-2	7	100	26	32	16	165	2
4080	Primula veris columnae	6.2	45	15	8	8	105	-22	6.5	56	17	12	12	122	-14	7.6	89	23	27	17	173	9	8	100	26	32	19	190	17
4082	Betula pendula fontqueri	4.5	23	18	4	4	130	-41	19.2	38	20	15	10	137	-25	63.3	84	28	48	19	158	20	78	100	31	60	23	165	36
4083	Lonicera arborea	4.5	23	18	4	4	130	-41	5	38	20	15	10	137	-25	6.5	84	28	48	19	158	20	7	100	31	60	23	165	36
4084	Rosa corymbifera	4.5	23	18	4	4	130	-41	5	38	20	15	10	137	-25	6.5	84	28	48	19	158	20	7	100	31	60	23	165	36
4085	Ononis aragonensis 	5.2	30	18	4	4	130	-41	5.7	44	20	15	10	137	-25	7.4	86	28	48	19	158	20	8	100	31	60	23	165	36
4086	Ranunculus penicillatus pseudofluitans	6.1	40	12	46	46	145	-41	6.3	52	15	56	11	172	-19	7.2	88	25	89	25	253	47	7.5	100	29	100	30	280	69
4087	Ranunculus peltatus fucoides	6.1	40	12	46	46	145	-36	6.3	52	15	49	10	178	-26	7.2	88	25	61	16	277	2	7.5	100	29	65	18	310	12
4088	Callitriche lusitanica	6.1	40	12	46	46	145	-36	6.3	52	15	49	10	178	-26	7.2	88	25	61	16	277	2	7.5	100	29	65	18	310	12
4089	Festuca rivularis	3	3	12	4	4	140	-36	3.3	7	21	16	9	156	-28	4.4	21	50	53	14	204	-5	4.8	26	60	66	16	220	2
4090	Genista tridentata	4.2	18	22	18	18	120	-31	4.6	23	23	23	10	128	-24	5.8	40	29	39	14	152	-4	6.2	46	31	45	16	160	2
4091	Carex asturica	4.2	18	22	18	18	120	-31	4.6	23	23	23	10	128	-24	5.8	40	29	39	14	152	-4	6.2	46	31	45	16	160	2
4092	Thymelaea coridifolia dendrobryum	4.2	18	22	18	18	120	-31	4.6	23	23	23	10	128	-24	5.8	40	29	39	14	152	-4	6.2	46	31	45	16	160	2
4093	Hypericum richeri burseri	4.2	18	22	18	18	120	-31	4.6	23	23	23	10	128	-24	5.8	40	29	39	14	152	-4	6.2	46	31	45	16	160	2
4094	Pedicularis mixta	4.2	18	22	18	18	75	-17	4.6	23	26	23	12	86	-13	5.8	40	40	39	15	119	-1	6.2	46	45	45	16	130	2
4095	Saxifraga hirsuta	4.6	24	15	12	12	175	-7	5	39	16	18	15	186	1	6.5	84	20	36	21	219	27	7	100	22	42	23	230	36
4096	Deschampsia media hispanica	4.6	24	15	18	18	170	-36	5.1	39	16	23	9	182	-30	6.9	84	20	40	12	218	-13	7.5	100	22	46	14	230	-8
4097	Cirsium acaulon gregarium	4.6	24	15	18	18	170	-36	5	39	16	23	9	182	-30	6.5	84	20	40	12	218	-13	7	100	22	46	14	230	-8
4098	Juncus striatus	4.6	24	15	18	18	170	-36	5	39	16	23	10	188	-25	6.5	84	20	40	16	242	5	7	100	22	46	19	260	16
4099	Juniperus macrocarpa	4.2	18	15	8	8	260	-31	4.7	34	17	13	10	276	-26	6.4	83	23	29	13	324	-12	7	100	26	35	14	340	-8
4100	Osyris lanceolata	4.2	18	15	8	8	260	-31	4.7	34	17	13	10	276	-26	6.4	83	23	29	13	324	-12	7	100	26	35	14	340	-8
4101	Ephedra fragilis	4.2	18	15	8	8	260	-31	4.7	34	17	13	10	276	-26	6.4	83	23	29	13	324	-12	7	100	26	35	14	340	-8
4102	Stipa juncea 	6.1	40	15	4	4	165	-36	6.3	52	17	6	9	176	-30	7.2	88	23	15	12	209	-13	7.5	100	26	18	14	220	-8
4103	Thymus zygis	6.1	40	15	4	4	165	-36	6.3	52	17	6	9	176	-30	7.2	88	23	15	12	209	-13	7.5	100	26	18	14	220	-8
4104	Colutea arborescens hispanica	6.1	40	15	4	4	200	-36	6.3	52	17	6	9	210	-30	7.2	88	23	15	12	240	-13	7.5	100	26	18	14	250	-8
4105	Ephedra nebrodensis	6.1	40	15	4	4	200	-36	6.3	52	17	6	9	210	-30	7.2	88	23	15	12	240	-13	7.5	100	26	18	14	250	-8
4106	Juniperus oxycedrus lagunae	6.1	40	15	4	4	200	-36	6.3	52	17	6	9	210	-30	7.2	88	23	15	12	240	-13	7.5	100	26	18	14	250	-8
4107	Festuca rivas-martinezii 	4.2	18	22	18	18	125	-22	4.6	23	23	23	12	130	-17	5.8	40	29	39	15	145	-2	6.2	46	31	45	16	150	2
4108	Sedum brevifolium 	4.2	18	22	18	18	125	-22	4.6	23	23	23	12	130	-17	5.8	40	29	39	15	145	-2	6.2	46	31	45	16	150	2
4109	Neoschischkinia truncatula durieui	4.2	18	22	18	18	125	-22	4.6	23	23	23	12	130	-17	5.8	40	29	39	15	145	-2	6.2	46	31	45	16	150	2
4110	Koeleria crassipes	4.2	18	22	18	18	125	-22	4.6	23	23	23	12	130	-17	5.8	40	29	39	15	145	-2	6.2	46	31	45	16	150	2
4111	Chenopodium opulifolium	4.2	18	8	8	8	175	-31	4.8	34	9	14	11	206	-17	6.8	83	14	35	20	299	22	7.5	100	16	42	23	330	36
4112	Epilobium brachycarpum	4.2	18	8	8	8	175	-31	4.7	34	9	13	10	184	-26	6.4	83	14	29	13	211	-12	7	100	16	35	14	220	-8
4113	Hirschfeldia incana	4.2	18	8	8	8	175	-31	4.7	34	9	14	10	186	-26	6.4	83	14	35	13	219	-12	7	100	16	42	14	230	-8
4114	Heliotropium europaeum	4.2	18	8	8	8	175	-31	4.7	34	9	14	11	206	-17	6.4	83	14	35	20	299	22	7	100	16	42	23	330	36
4115	Xanthium spinosum	4.2	18	8	8	8	175	-31	4.7	34	9	17	10	204	-22	6.4	83	14	45	16	291	3	7	100	16	55	18	320	12
4116	Amaranthus albus 	4.2	18	8	8	8	175	-31	4.8	34	9	13	10	184	-26	6.8	83	14	29	13	211	-12	7.5	100	16	35	14	220	-8
4117	Chenopodium vulvaria	4.2	18	8	8	8	175	-31	4.8	34	9	13	10	184	-26	6.8	83	14	29	13	211	-12	7.5	100	16	35	14	220	-8
4118	Dysphania botrys	4.2	18	8	8	8	175	-31	4.7	34	9	13	10	184	-26	6.4	83	14	29	13	211	-12	7	100	16	35	14	220	-8
4119	Lactuca virosa	4.2	18	8	8	8	175	-31	4.7	34	9	13	10	184	-26	6.4	83	14	29	13	211	-12	7	100	16	35	14	220	-8
4120	Polygonum arenastrum	4.2	18	8	8	8	175	-31	4.7	34	9	13	10	184	-26	6.4	83	14	29	13	211	-12	7	100	16	35	14	220	-8
4121	Euphorbia falcata falcata	6.1	40	15	4	4	180	-27	6.4	52	17	6	10	190	-23	7.6	88	23	12	13	220	-11	8	100	26	15	14	230	-8
4122	Euphorbia exigua merinoi	6.1	40	15	4	4	180	-27	6.4	52	17	6	10	190	-23	7.6	88	23	12	13	220	-11	8	100	26	15	14	230	-8
4123	Asterolinon linum-stellatum	4.2	18	15	4	4	180	-27	4.8	34	17	6	10	190	-23	6.8	83	23	12	13	220	-11	7.5	100	26	15	14	230	-8
4124	Rumex bucephalophorus gallicus	6.1	40	15	4	4	180	-27	6.4	52	17	6	10	190	-23	7.6	88	23	12	13	220	-11	8	100	26	15	14	230	-8
4125	Petrorhagia nanteuilii	6.1	40	15	4	4	180	-27	6.4	52	17	6	10	190	-23	7.6	88	23	12	13	220	-11	8	100	26	15	14	230	-8
4126	Galium parisiense	6.1	40	15	4	4	180	-27	6.4	52	17	6	10	190	-23	7.6	88	23	12	13	220	-11	8	100	26	15	14	230	-8
4127	Linaria amethystea	4.2	18	15	4	4	180	-27	4.8	34	17	6	10	190	-23	6.8	83	23	12	13	220	-11	7.5	100	26	15	14	230	-8
4128	Ribes petraeum	4.9	27	12	8	8	110	-31	5.3	41	14	14	11	124	-21	6.5	85	20	32	17	166	7	7	100	22	38	19	180	17
4129	Valeriana pyrenaica	4.9	27	12	8	8	135	-31	5.3	41	14	14	10	144	-26	6.5	85	20	32	13	171	-12	7	100	22	38	14	180	-8
4130	Festuca frigida	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
4131	Ranunculus pyrenaeus angustifolius	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
4132	Scorzoneroides microcephala	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
4133	Euphrasia willkommii	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
4134	Carex furva	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
4135	Veronica turbicola	3	3	12	32	32	125	-36	3.4	8	21	38	9	133	-30	4.9	26	50	59	12	157	-13	5.4	32	60	66	14	165	-8
