GesID	SoilRef_ID	Legend_engl
2760	2004111	 Eutric Leptosol from LIMESTONES
2760	2004211	 Eutric Leptosol from Calcarenite
2761	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2761	2001411	Dystric Cambisols from Granite
2761	2004711	Haplic Arenosols from Conglomerate
2761	2010623	Chromic Cambisols
2762	320	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2762	2001814	Rendzic Leptosols from Pure Limestone
2763	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2763	2001814	Rendzic Leptosols from Pure Limestone
2763	2010523	Chromic Cambisols
2763	2010623	Chromic Cambisols
2763	2020718	Dystric Leptosols
2765	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2765	671	Lithic Leptosols of the higher altitude zones of the alps
2765	2001020	Calcaric Fluvisols
2765	2004711	Haplic Arenosols from Conglomerate
2801	6	Dystric Regosols from sand dunes
2801	139	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2801	147	Dystric Regosols from dry dystrophic sand deposits
2801	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2801	2005803	 Gleyic Arenosol
2801	2006103	 Gleyic Arenosol
2801	2017403	Gleyic Podzols
2801	2022603	Gleyic Podzols
2802	22	Eutric Histosols
2802	57	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2802	2002014	Dystric Planosols from Sandstones
2803	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2803	165	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2803	2007801	Stagnic Luvisols from Greenschist
2804	22	Eutric Histosols
2804	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2804	195	Eutric Histosols
2804	463	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2804	625	Eutric Histosols
2804	2002014	Dystric Planosols from Sandstones
2805	195	Eutric Histosols
2805	492	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2805	2000214	Stagnic Alisols from Loess
2806	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2806	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2806	2091004	Mollic Fluvisols from CARBONATE ROCKS
2806	2217124	Calcaric Fluvisols
2807	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2807	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2807	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2807	636	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2807	640	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2807	2091004	Mollic Fluvisols from CARBONATE ROCKS
2808	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2808	44	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2808	57	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2808	2000120	Mollic Gleysols
2809	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2809	2000121	 Eutric Leptosol from Rhyolite
2809	2000714	Rendzic Leptosols from Pure Limestone
2809	2000920	Haplic Calcisols
2810	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2810	345	Eutric Cambisols from basic and intermediate igneous rocks
2810	347	Andic cambisols from tuffs rich in bases
2810	2000920	Haplic Calcisols
2810	2001420	Calcaric Phaeozems
2811	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2811	636	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2811	2001020	Calcaric Fluvisols
2811	2217124	Calcaric Fluvisols
2812	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2812	328	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2812	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2812	2000714	Rendzic Leptosols from Pure Limestone
2812	2000920	Haplic Calcisols
2812	2001420	Calcaric Phaeozems
2812	2001814	Rendzic Leptosols from Pure Limestone
2812	2030604	Haplic Calcisols from CARBONATE ROCKS
2812	2080304	Luvic Calcisols from CARBONATE ROCKS
2813	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2813	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2813	345	Eutric Cambisols from basic and intermediate igneous rocks
2813	347	Andic cambisols from tuffs rich in bases
2813	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2813	2000314	Eutric Cambisols from Quartzic Gneiss
2813	2000714	Rendzic Leptosols from Pure Limestone
2813	2001114	Eutric Cambisols from Sandstones
2813	2030604	Haplic Calcisols from CARBONATE ROCKS
2813	2080304	Luvic Calcisols from CARBONATE ROCKS
2814	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2814	267	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
2814	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2814	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2814	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2814	347	Andic cambisols from tuffs rich in bases
2814	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2814	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2814	2000214	Stagnic Alisols from Loess
2814	2000705	Calcaric Phaeozems
2814	2030604	Haplic Calcisols from CARBONATE ROCKS
2815	277	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2815	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2815	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2815	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2815	328	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2815	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2815	2000121	 Eutric Leptosol from Rhyolite
2815	2000714	Rendzic Leptosols from Pure Limestone
2815	2001514	Chromic Cambisols from Pure Limestone
2815	2030604	Haplic Calcisols from CARBONATE ROCKS
2816	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2816	2000121	 Eutric Leptosol from Rhyolite
2816	2001421	Eutric Cambisols from Clay Loam
2816	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2816	2020518	Calcaric Phaeozems from Calcareous Alluvial Sands
2817	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2817	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2817	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2817	2000121	 Eutric Leptosol from Rhyolite
2817	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2817	2000714	Rendzic Leptosols from Pure Limestone
2818	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2818	61	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2818	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2818	2005803	 Gleyic Arenosol
2819	288	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2819	309	Eutric Cambisols / Stagnic Gleysols from loessic loam with fragments of basalt
2819	342	Eutric Cambisols from basic and intermediate igneous rocks
2819	498	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
2819	2120504	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2819	2130204	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2820	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2820	44	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2820	57	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2820	2140604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2821	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2821	160	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2821	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2821	442	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2821	559	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2822	267	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
2822	277	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2822	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2822	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2822	347	Andic cambisols from tuffs rich in bases
2822	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2822	2000121	 Eutric Leptosol from Rhyolite
2822	2000314	Eutric Cambisols from Quartzic Gneiss
2822	2000614	Dystric Cambisols from Micaschist
2822	2000714	Rendzic Leptosols from Pure Limestone
2822	2001114	Eutric Cambisols from Sandstones
2822	2001714	Haplic Arenosols from Micaschist
2823	4	Dystric Regosols from sand dunes
2823	271	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2823	2110104	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2823	2160104	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2824	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2824	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2824	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2824	445	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2824	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2825	22	Eutric Histosols
2825	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2825	195	Eutric Histosols
2825	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2825	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2825	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2825	445	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2825	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2825	463	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2825	625	Eutric Histosols
2826	238	Dystric Cambisols from sandy river-terrace deposits
2826	523	Dystric Regosols from dry dystrophic sand deposits
2827	319	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2827	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2827	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2827	342	Eutric Cambisols from basic and intermediate igneous rocks
2827	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3001	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3001	246	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
3001	277	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
3001	298	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
3002	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3002	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3002	578	Eutric Cambisols from basic and intermediate igneous rocks
3003	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3003	323	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3003	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3004	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3004	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3005	99	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
3005	142	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3005	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3006	261	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
3006	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3006	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3007	261	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
3007	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3007	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3008	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3008	328	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3009	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3009	673	Lithic Leptosols of the higher altitude zones of the alps
3010	322	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3010	673	Lithic Leptosols of the higher altitude zones of the alps
3011	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3011	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3012	261	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
3012	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3012	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3013	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3013	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3081	78	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3081	83	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3081	251	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3081	262	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
3081	341	Eutric Cambisols from basic and intermediate igneous rocks
3081	471	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3081	579	Eutric Cambisols from basic and intermediate igneous rocks
3082	99	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
3082	128	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3082	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3082	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3082	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3082	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3082	513	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3083	78	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3083	82	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3083	95	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
3083	124	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3083	153	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
3083	160	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
3083	177	Eutric Cambisols from marlstone and calcareous gravels
3083	251	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3083	298	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
3083	308	Eutric Cambisols / Stagnic Gleysols from loessic loam with fragments of basalt
3083	345	Eutric Cambisols from basic and intermediate igneous rocks
3084	99	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
3084	128	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3084	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3084	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3084	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3084	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3084	513	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3110	277	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
3110	497	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
3110	504	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
3110	516	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
3110	548	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
3110	559	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
3110	584	"	Dystric Cambisols from acid igneous and metamorphic rocks"
3110	600	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
3111	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3111	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3111	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3111	569	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3114	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3114	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3114	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3115	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3115	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3115	330	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
3115	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3120	44	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
3120	68	Dystric Cambisols from sandy river-terrace deposits
3120	212	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
3130	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3130	597	Spodic Cambisols from acid igneous and metamorphic rocks
3140	128	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3140	142	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3140	186	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
3140	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3140	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
3140	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
3140	513	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3141	186	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
3141	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3141	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
3141	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
3150	68	Dystric Cambisols from sandy river-terrace deposits
3150	82	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3150	83	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
3150	105	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
3150	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3150	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3150	448	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3150	636	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3171	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3171	147	Dystric Regosols from dry dystrophic sand deposits
3171	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3171	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3171	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3171	526	Dystric Regosols from dry dystrophic sand deposits
3171	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3172	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3172	147	Dystric Regosols from dry dystrophic sand deposits
3172	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3172	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3172	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3172	526	Dystric Regosols from dry dystrophic sand deposits
3172	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3173	318	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
3173	324	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
3174	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3174	379	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
3175	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3175	147	Dystric Regosols from dry dystrophic sand deposits
3175	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3175	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3175	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3175	526	Dystric Regosols from dry dystrophic sand deposits
3175	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
3200	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3200	50	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3200	55	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3200	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3200	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3200	449	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3201	11	Calcaric and Eutric Gleysols from marine sediments (tidal marsh)
3201	193	Eutric Histosols
3261	63	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
3261	401	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
3261	536	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
3261	612	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
3262	63	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
3262	536	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
3310	228	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
3310	558	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
3311	42	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
3311	203	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3311	277	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
3311	442	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3370	402	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
3370	462	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
3370	487	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
3370	492	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
3370	504	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
3370	509	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3371	86	Stagnic Gleysols from boulder clay with a loamy to sandy cover
3371	269	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
3371	487	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
3391	143	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
3391	201	Dystric Histosols
3391	422	Dystric Regosols from sand dunes
3392	28	Dystric Histosols
3392	201	Dystric Histosols
3440	37	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
3440	51	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
3440	458	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
3480	21	Eutric Histosols
3480	86	Stagnic Gleysols from boulder clay with a loamy to sandy cover
