GesID	SoilRef_ID	Legend_engl
1	688	Surface water over eutric fluvisols
2	688	Surface water over eutric fluvisols
3	684	Surface water  with sandy bottom
3	687	Surface water over digester sludge
5	681	Surface water with laomy bottom
5	688	Surface water over eutric fluvisols
6	688	Surface water over eutric fluvisols
7	686	Surface water  over nutrient mud
8	686	Surface water  over nutrient mud
9	686	Surface water  over nutrient mud
10	683	Surface water  with acid humic bottom
10	686	Surface water  over nutrient mud
10	687	Surface water over digester sludge
12	683	Surface water  with acid humic bottom
13	683	Surface water  with acid humic bottom
13	686	Surface water  over nutrient mud
14	681	Surface water with laomy bottom
14	682	Surface water  with clayey bottom
14	684	Surface water  with sandy bottom
15	683	Surface water  with acid humic bottom
15	691	Surface water with sandy mud
16	683	Surface water  with acid humic bottom
16	690	Surface water with peat mud
16	691	Surface water with sandy mud
18	691	Surface water with sandy mud
19	681	Surface water with laomy bottom
19	682	Surface water  with clayey bottom
19	684	Surface water  with sandy bottom
19	691	Surface water with sandy mud
21	681	Surface water with laomy bottom
21	691	Surface water with sandy mud
22	683	Surface water  with acid humic bottom
22	686	Surface water  over nutrient mud
24	683	Surface water  with acid humic bottom
24	690	Surface water with peat mud
25	687	Surface water over digester sludge
26	684	Surface water  with sandy bottom
26	691	Surface water with sandy mud
27	691	Surface water with sandy mud
28	691	Surface water with sandy mud
29	683	Surface water  with acid humic bottom
29	691	Surface water with sandy mud
30	686	Surface water  over nutrient mud
31	683	Surface water  with acid humic bottom
31	691	Surface water with sandy mud
32	691	Surface water with sandy mud
33	681	Surface water with laomy bottom
33	683	Surface water  with acid humic bottom
33	690	Surface water with peat mud
33	691	Surface water with sandy mud
34	691	Surface water with sandy mud
35	691	Surface water with sandy mud
36	681	Surface water with laomy bottom
36	682	Surface water  with clayey bottom
36	686	Surface water  over nutrient mud
36	691	Surface water with sandy mud
37	682	Surface water  with clayey bottom
37	686	Surface water  over nutrient mud
38	683	Surface water  with acid humic bottom
38	691	Surface water with sandy mud
39	681	Surface water with laomy bottom
39	682	Surface water  with clayey bottom
39	684	Surface water  with sandy bottom
39	685	Surface water  over calcareous gravels
39	686	Surface water  over nutrient mud
39	691	Surface water with sandy mud
40	687	Surface water over digester sludge
40	688	Surface water over eutric fluvisols
42	681	Surface water with laomy bottom
42	686	Surface water  over nutrient mud
42	691	Surface water with sandy mud
43	688	Surface water over eutric fluvisols
44	683	Surface water  with acid humic bottom
44	691	Surface water with sandy mud
45	684	Surface water  with sandy bottom
45	691	Surface water with sandy mud
46	682	Surface water  with clayey bottom
46	685	Surface water  over calcareous gravels
46	691	Surface water with sandy mud
48	681	Surface water with laomy bottom
48	682	Surface water  with clayey bottom
48	688	Surface water over eutric fluvisols
49	683	Surface water  with acid humic bottom
49	690	Surface water with peat mud
52	683	Surface water  with acid humic bottom
52	690	Surface water with peat mud
53	690	Surface water with peat mud
54	686	Surface water  over nutrient mud
54	690	Surface water with peat mud
55	690	Surface water with peat mud
56	683	Surface water  with acid humic bottom
56	690	Surface water with peat mud
59	683	Surface water  with acid humic bottom
59	686	Surface water  over nutrient mud
59	687	Surface water over digester sludge
60	686	Surface water  over nutrient mud
60	687	Surface water over digester sludge
61	681	Surface water with laomy bottom
61	682	Surface water  with clayey bottom
61	683	Surface water  with acid humic bottom
63	690	Surface water with peat mud
63	691	Surface water with sandy mud
64	689	Surface water over siliceous gravels
64	691	Surface water with sandy mud
65	689	Surface water over siliceous gravels
65	691	Surface water with sandy mud
66	681	Surface water with laomy bottom
66	691	Surface water with sandy mud
67	681	Surface water with laomy bottom
67	682	Surface water  with clayey bottom
67	685	Surface water  over calcareous gravels
67	686	Surface water  over nutrient mud
69	689	Surface water over siliceous gravels
70	691	Surface water with sandy mud
73	683	Surface water  with acid humic bottom
73	691	Surface water with sandy mud
75	683	Surface water  with acid humic bottom
75	690	Surface water with peat mud
75	691	Surface water with sandy mud
77	683	Surface water  with acid humic bottom
77	690	Surface water with peat mud
79	683	Surface water  with acid humic bottom
79	690	Surface water with peat mud
79	691	Surface water with sandy mud
80	683	Surface water  with acid humic bottom
80	690	Surface water with peat mud
81	690	Surface water with peat mud
81	691	Surface water with sandy mud
82	681	Surface water with laomy bottom
82	682	Surface water  with clayey bottom
82	685	Surface water  over calcareous gravels
82	691	Surface water with sandy mud
83	681	Surface water with laomy bottom
83	682	Surface water  with clayey bottom
83	685	Surface water  over calcareous gravels
83	691	Surface water with sandy mud
84	681	Surface water with laomy bottom
84	691	Surface water with sandy mud
85	681	Surface water with laomy bottom
85	682	Surface water  with clayey bottom
85	691	Surface water with sandy mud
86	681	Surface water with laomy bottom
86	682	Surface water  with clayey bottom
86	685	Surface water  over calcareous gravels
86	691	Surface water with sandy mud
88	682	Surface water  with clayey bottom
88	685	Surface water  over calcareous gravels
88	686	Surface water  over nutrient mud
88	691	Surface water with sandy mud
89	691	Surface water with sandy mud
90	691	Surface water with sandy mud
91	691	Surface water with sandy mud
93	685	Surface water  over calcareous gravels
93	691	Surface water with sandy mud
95	691	Surface water with sandy mud
96	690	Surface water with peat mud
96	691	Surface water with sandy mud
98	691	Surface water with sandy mud
100	691	Surface water with sandy mud
102	691	Surface water with sandy mud
103	691	Surface water with sandy mud
105	691	Surface water with sandy mud
107	689	Surface water over siliceous gravels
110	689	Surface water over siliceous gravels
112	689	Surface water over siliceous gravels
113	689	Surface water over siliceous gravels
114	689	Surface water over siliceous gravels
115	690	Surface water with peat mud
116	685	Surface water  over calcareous gravels
119	685	Surface water  over calcareous gravels
120	685	Surface water  over calcareous gravels
121	685	Surface water  over calcareous gravels
122	685	Surface water  over calcareous gravels
123	689	Surface water over siliceous gravels
123	690	Surface water with peat mud
124	691	Surface water with sandy mud
125	689	Surface water over siliceous gravels
126	689	Surface water over siliceous gravels
127	690	Surface water with peat mud
127	691	Surface water with sandy mud
128	682	Surface water  with clayey bottom
128	685	Surface water  over calcareous gravels
128	689	Surface water over siliceous gravels
129	689	Surface water over siliceous gravels
130	684	Surface water  with sandy bottom
130	690	Surface water with peat mud
131	682	Surface water  with clayey bottom
131	685	Surface water  over calcareous gravels
131	691	Surface water with sandy mud
132	691	Surface water with sandy mud
133	682	Surface water  with clayey bottom
133	686	Surface water  over nutrient mud
133	691	Surface water with sandy mud
134	682	Surface water  with clayey bottom
134	685	Surface water  over calcareous gravels
134	686	Surface water  over nutrient mud
134	691	Surface water with sandy mud
135	685	Surface water  over calcareous gravels
135	689	Surface water over siliceous gravels
136	689	Surface water over siliceous gravels
136	691	Surface water with sandy mud
137	681	Surface water with laomy bottom
138	682	Surface water  with clayey bottom
139	681	Surface water with laomy bottom
139	682	Surface water  with clayey bottom
139	688	Surface water over eutric fluvisols
139	690	Surface water with peat mud
140	688	Surface water over eutric fluvisols
141	686	Surface water  over nutrient mud
141	691	Surface water with sandy mud
142	681	Surface water with laomy bottom
142	683	Surface water  with acid humic bottom
142	691	Surface water with sandy mud
143	686	Surface water  over nutrient mud
143	687	Surface water over digester sludge
144	685	Surface water  over calcareous gravels
145	685	Surface water  over calcareous gravels
145	686	Surface water  over nutrient mud
146	681	Surface water with laomy bottom
146	686	Surface water  over nutrient mud
146	687	Surface water over digester sludge
146	688	Surface water over eutric fluvisols
147	687	Surface water over digester sludge
147	691	Surface water with sandy mud
148	681	Surface water with laomy bottom
148	686	Surface water  over nutrient mud
148	687	Surface water over digester sludge
148	688	Surface water over eutric fluvisols
149	682	Surface water  with clayey bottom
149	686	Surface water  over nutrient mud
149	687	Surface water over digester sludge
150	681	Surface water with laomy bottom
150	687	Surface water over digester sludge
150	691	Surface water with sandy mud
151	682	Surface water  with clayey bottom
151	686	Surface water  over nutrient mud
151	687	Surface water over digester sludge
152	682	Surface water  with clayey bottom
152	686	Surface water  over nutrient mud
152	687	Surface water over digester sludge
154	681	Surface water with laomy bottom
154	686	Surface water  over nutrient mud
154	691	Surface water with sandy mud
156	681	Surface water with laomy bottom
156	690	Surface water with peat mud
156	691	Surface water with sandy mud
158	685	Surface water  over calcareous gravels
158	686	Surface water  over nutrient mud
159	686	Surface water  over nutrient mud
159	687	Surface water over digester sludge
159	690	Surface water with peat mud
159	691	Surface water with sandy mud
162	681	Surface water with laomy bottom
162	682	Surface water  with clayey bottom
162	691	Surface water with sandy mud
163	685	Surface water  over calcareous gravels
163	686	Surface water  over nutrient mud
166	681	Surface water with laomy bottom
166	682	Surface water  with clayey bottom
166	686	Surface water  over nutrient mud
166	690	Surface water with peat mud
166	691	Surface water with sandy mud
167	685	Surface water  over calcareous gravels
167	686	Surface water  over nutrient mud
168	685	Surface water  over calcareous gravels
168	686	Surface water  over nutrient mud
169	682	Surface water  with clayey bottom
169	685	Surface water  over calcareous gravels
169	686	Surface water  over nutrient mud
169	688	Surface water over eutric fluvisols
170	687	Surface water over digester sludge
170	690	Surface water with peat mud
170	691	Surface water with sandy mud
171	681	Surface water with laomy bottom
171	691	Surface water with sandy mud
172	683	Surface water  with acid humic bottom
172	691	Surface water with sandy mud
173	683	Surface water  with acid humic bottom
173	691	Surface water with sandy mud
174	686	Surface water  over nutrient mud
174	690	Surface water with peat mud
174	691	Surface water with sandy mud
175	199	Eutric Histosols
175	201	Dystric Histosols
180	199	Eutric Histosols
180	201	Dystric Histosols
181	635	Dystric Histosols
183	635	Dystric Histosols
187	201	Dystric Histosols
188	201	Dystric Histosols
188	635	Dystric Histosols
189	685	Surface water  over calcareous gravels
189	686	Surface water  over nutrient mud
190	681	Surface water with laomy bottom
190	685	Surface water  over calcareous gravels
191	681	Surface water with laomy bottom
191	691	Surface water with sandy mud
192	685	Surface water  over calcareous gravels
192	689	Surface water over siliceous gravels
196	35	Dystric Histosols
196	201	Dystric Histosols
198	201	Dystric Histosols
198	635	Dystric Histosols
203	35	Dystric Histosols
203	201	Dystric Histosols
206	26	Eutric Histosols
206	199	Eutric Histosols
206	432	Eutric Histosols
2010	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2010	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2010	2055124	Gleyic Cambisols from Granite
2011	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2011	319	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2011	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2011	2020218	Eutric Cambisols from Andesite
2011	2020418	Eutric Cambisols from Andesite
2011	2020818	Gleyic Luvisols
2011	2060304	Eutric Gleysols from VOLCANIC ROCKS
2011	2060604	Eutric Cambisols from VOLCANIC ROCKS
2012	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2012	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2012	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2012	2000201	Eutric Planosols from Loess
2012	2000901	Stagnic Luvisols from Old Loam
2012	2002201	Dystric Planosols from Non-Calcareous Sandy Deposits
2012	2004801	Stagnic Luvisols from Loess
2013	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2013	165	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2013	254	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2013	2020818	Gleyic Luvisols
2014	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2014	120	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
2014	175	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2014	2060604	Eutric Cambisols from VOLCANIC ROCKS
2014	2090304	Dystric Cambisols from VOLCANIC ROCKS
2015	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2015	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2015	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2015	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2015	2012417	 Ferralic Arenosol
2015	2012517	Haplic Arenosols
2015	2014517	Gleyic Cambisols
2015	2060404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2015	2070304	Dystric Cambisols from VOLCANIC ROCKS
2015	2070504	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2015	2091404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2016	102	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
2016	403	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2016	2050204	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2016	2100104	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2016	2140304	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2017	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2017	229	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
2017	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2017	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2017	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2017	2060404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2017	2070304	Dystric Cambisols from VOLCANIC ROCKS
2017	2070504	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2017	2091404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2018	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2018	229	Haplic Luvisols from silty to loamy periglacial sediments overlying glacial gravels
2018	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2018	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2018	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2018	2060404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2018	2070304	Dystric Cambisols from VOLCANIC ROCKS
2018	2070504	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2018	2091404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2019	169	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2019	258	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
2019	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2019	2020218	Eutric Cambisols from Andesite
2019	2020418	Eutric Cambisols from Andesite
2019	2020818	Gleyic Luvisols
2019	2060304	Eutric Gleysols from VOLCANIC ROCKS
2019	2060604	Eutric Cambisols from VOLCANIC ROCKS
2020	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2020	120	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
2020	2000702	Eutric Cambisols
2020	2001602	Gleyic Cambisols from Sandy Loess
2020	2060704	Eutric Gleysols from VOLCANIC ROCKS
2021	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2021	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2021	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2021	361	Spodic Cambisols from acid igneous and metamorphic rocks
2021	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2021	386	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2021	586	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2021	595	Spodic Cambisols from acid igneous and metamorphic rocks
2021	603	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2021	610	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2021	2010517	Dystric Cambisols from Non-Calcareous Sandy Deposits
2021	2010817	Ferric Podzols from Non-Calcareous Sandy Deposits
2021	2011317	Dystric Cambisols from Non-Calcareous Clayey Deposits
2021	2011417	Dystric Cambisols
2021	2011517	Dystric Cambisols from Stony Loam
2021	2011617	Gleyic Cambisols from Non-Calcareous Clayey Deposits
2021	2080104	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2021	2080404	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2021	2090604	Haplic Alisols from CARBONATE ROCKS
2021	2090904	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2021	2092004	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2022	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2022	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2022	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2022	361	Spodic Cambisols from acid igneous and metamorphic rocks
2022	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2022	2080104	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2022	2080504	Dystric Cambisols from VOLCANIC ROCKS
2022	2080604	Dystric Cambisols from VOLCANIC ROCKS
2022	2080904	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2023	96	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
2023	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2023	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2023	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2023	361	Spodic Cambisols from acid igneous and metamorphic rocks
2023	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2023	2001214	Dystric Leptosols from Sandstones
2023	2050704	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2023	2080104	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2023	2080604	Dystric Cambisols from VOLCANIC ROCKS
2023	2090804	Haplic Podzols from VOLCANIC ROCKS
2023	2090904	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2023	2091104	Dystric Cambisols from VOLCANIC ROCKS
2023	2092004	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2024	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2024	361	Spodic Cambisols from acid igneous and metamorphic rocks
2024	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2024	405	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2024	2051124	Cambic Arenosols from Granite
2024	2090804	Haplic Podzols from VOLCANIC ROCKS
2025	96	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
2025	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2025	361	Spodic Cambisols from acid igneous and metamorphic rocks
2025	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2025	2051124	Cambic Arenosols from Granite
2026	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2026	361	Spodic Cambisols from acid igneous and metamorphic rocks
2026	2030404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2026	2054124	Haplic Podzols from Paragneiss
2026	2091104	Dystric Cambisols from VOLCANIC ROCKS
2026	2140104	Haplic Podzols from VOLCANIC ROCKS
2026	2140204	Haplic Podzols from VOLCANIC ROCKS
2026	2140404	Dystric Cambisols from VOLCANIC ROCKS
2027	299	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
2027	534	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
2027	567	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2027	658	Eutric Cambisols from marlstone and calcareous gravels
2027	2013917	 Dystric Gleysol
2027	2070604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2027	2140604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2028	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2028	120	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
2028	263	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
2028	315	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2028	2000201	Eutric Planosols from Loess
2028	2000601	Stagnic Podzoluvisols from Loess
2028	2001201	Stagnic Luvisols from Loess
2028	2001501	Stagnic Luvisols from Stony Loam
2028	2001602	Gleyic Cambisols from Sandy Loess
2028	2004801	Stagnic Luvisols from Loess
2028	2005901	Dystric Planosols from Stony Loam
2029	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2029	671	Lithic Leptosols of the higher altitude zones of the alps
2029	2080304	Luvic Calcisols from CARBONATE ROCKS
2030	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2030	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2030	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2030	2140604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2031	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2031	347	Andic cambisols from tuffs rich in bases
2031	498	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
2031	2010104	Cambic Arenosols from NON-CONSOLIDATED SANDY MATERIALS
2031	2070404	Dystric Cambisols from VOLCANIC ROCKS
2031	2130204	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2032	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2032	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2032	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2032	347	Andic cambisols from tuffs rich in bases
2032	2092104	Dystric Cambisols from CARBONATE ROCKS
2033	139	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2033	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2033	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2033	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2033	483	Stagnic Gleysols from loamy to sandy boulder clay
2033	2014717	Cambic Arenosols
2033	2070504	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2034	425	Dystric Regosols from sand dunes
2034	523	Dystric Regosols from dry dystrophic sand deposits
2034	609	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2034	2090504	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2034	2091804	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2035	147	Dystric Regosols from dry dystrophic sand deposits
2035	271	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2035	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2035	601	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2035	2014417	 Ferralic Arenosol
2035	2091404	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2035	2120404	Dystric Cambisols from NON-CONSOLIDATED SANDY MATERIALS
2036	74	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2036	271	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2036	299	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
2036	2001801	Cambic Podzols from Sandstones
2036	2008801	Cambic Podzols from Conglomerate
2037	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2037	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2037	342	Eutric Cambisols from basic and intermediate igneous rocks
2037	2001814	Rendzic Leptosols from Pure Limestone
2038	367	Spodic Cambisols from siltstone, sandstone, and claystone
2038	403	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2038	463	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2038	2091104	Dystric Cambisols from VOLCANIC ROCKS
2039	189	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2039	353	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2039	362	Spodic Cambisols from acid igneous and metamorphic rocks
2039	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2039	2140104	Haplic Podzols from VOLCANIC ROCKS
2040	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2040	353	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2040	2091104	Dystric Cambisols from VOLCANIC ROCKS
2041	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2041	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2041	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2041	2030604	Haplic Calcisols from CARBONATE ROCKS
2042	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2042	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2042	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2042	2030604	Haplic Calcisols from CARBONATE ROCKS
2043	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2043	362	Spodic Cambisols from acid igneous and metamorphic rocks
2043	2001108	Haplic Podzols
2043	2052124	Cambic Podzols from Granite
2043	2140104	Haplic Podzols from VOLCANIC ROCKS
2043	2140204	Haplic Podzols from VOLCANIC ROCKS
2043	2140304	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2044	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2044	464	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2044	632	Dystric Histosols
2044	2092106	 Dystric Gleysol from NON-CONSOLIDATED LOAMY MATERIALS
2044	2690113	Gleyic Podzols
2045	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2045	91	Stacnic Chernosems from boulder clay with a loamy and sandy cover
2045	403	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2045	2009801	Dystric Cambisols from Quartzy Sandstone
2045	2080904	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2045	2090204	Haplic Alisols from CARBONATE ROCKS
2045	2091104	Dystric Cambisols from VOLCANIC ROCKS
2045	2091204	Haplic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2045	2091804	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2045	2092004	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2046	271	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2046	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2046	614	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2046	2080904	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2046	2090804	Haplic Podzols from VOLCANIC ROCKS
2047	91	Stacnic Chernosems from boulder clay with a loamy and sandy cover
2047	464	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2047	614	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2047	2091204	Haplic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2048	271	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2048	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2048	606	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2048	610	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2048	2000317	Haplic Arenosols from Sandy Till
2048	2000915	Ferric Podzols
